"comment_content","Chat luong san pham","Dong goi","Giao hang","Cham soc khach hang","Thiet ke","Gia ban","Pin","Do nhay","Phu kien","Nut power","Con lan","Ket noi","Phi ship"
"ko nhạy lắm và ko có đèn quang. ko hiểu vì sao? xài tạm thôi",0,0,0,0,0,0,0,1,0,0,0,0,0
"Chuột nhỏ vừa tay dễ mang đi. M ko hài lòng là giao hàng rất chậm gần 1 tuần dù m đang ở HN.",0,0,1,0,1,0,0,0,0,0,0,0,0
"Giao hàng rất nhanh, sớm hơn dự kiến. Chuột nhạy, chính xác, rất hài lòng",0,0,1,0,0,0,0,1,0,0,0,0,0
"chuột nhỏ vừa tay, xài khá êm, còn chất lượng thì phải xài lâu mới biết được",0,0,0,0,1,0,0,1,0,0,0,0,0
"Tiki giao hàng nhanh như gió , chuột mới xài thử nhạy , ok",1,0,1,0,0,0,0,1,0,0,0,0,0
"Sản phẩm mua về cắm vào bất kì máy tính nào cũng không sử dụng được, win 10, win 7 đều bị.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sản phẩm dùng tốt. Mua đc mấy tháng rồi nay mới lên review :)) Nói chung hàng của Logitech thì ko nghi ngờ gì. Cực kì hài lòng. Tiki giao hàng 2h rất nhanhhh",1,0,1,0,0,0,0,0,0,0,0,0,0
"Với nhu cầu cơ bản, không cần độ nhạy quá cao thì chuột đáp ứng tốt. Giá lại rẻ. Hộp hàng của mình hơi bị méo nhưng không ảnh hưởng đến chất lượng sản phẩm, cảm ơn Tiki",1,1,0,0,0,1,0,0,0,0,0,0,0
"Sản phẩm này mình đã mua cho cả nhà sử dụng được 3 cái. Đây là lần đầu tiên mua qua Tiki nên hơi đắn đo. Tuy nhiên sản phẩm nhận được rất hài lòng, bao gói kỹ càng, tem dán bảo hành chính hãng. Rất đáng để thử.",1,1,0,0,0,0,0,0,0,0,0,0,0
"Chuột đẹp dùng mượt nhưng đèn dưới chuột của mình bị lỗi Không sáng",0,0,0,0,1,0,0,1,0,0,0,0,0
"- Giá đang được khuyến mãi nên mình hốt ngay luôn, giá rẻ nhưng xài rất mượt. Chuột khá nhỏ nhắn và tiện lợi cho việc đem đi bất cứ đâu. Đầu usb cắm vào mt có thể bỏ vào bên trong chuột luôn nên siêu siêu tiện lợi và giúp những con người có trí nhớ cá vàn",0,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột nhỏ gọn; tiện lợi và nhạy.  Khs đèn quang phía dưới ko sáng; kb do đời mới như vậy hay sao nhưng mình vẫn dùng bthg :))",0,0,0,0,1,0,0,0,0,0,0,0,0
"Chuột dùng mượt, tiki mặc dù giao hàng trễ một hai ngày thế nhưng đóng gói kiện hàng rất chắc chắn, cầm kiện hàng lắc nhẹ cũng không thấy bên trong dao động.",0,1,1,0,0,0,0,1,0,0,0,0,0
"Khi mình đặt hàng về thì có vẻ bao bì đã bị ai đó bóc ra trước nhưng chắc là vẫn ok. Sau trải nghiệm dùng chuột có vấn cảm giác sai sai nhưng mình cho là không quen việc chuyển khi từ bàn di laptop sang chuốt. Dùng sau hơn 2 tuần mình nhận ra là không phải là không quen mà do chuột có lỗi phần mềm. Cụ thể là khi di lên xuống thì vẫn bình thường nhưng di sang 2 bên (trái-phải) thì chuột di chuyển bị lệch (thay vì đi ngang thì chuột đi chéo). Đây là lỗi do sản phẩm vì mình đã thử kết nối trên nhiều thiết bị khác nhau nhưng vẫn gặp tình trạng như thế này. Hiện tại mình vẫn giữ lại tem trên chuột và bao bì của sản phẩm. Mong phía tiki có thể liên hệ với bên cửa để đổi trả cho mình sản phẩm khác...  Mình mong nhận được phản hồi sớm từ bất cứ phía liên quan nào",1,0,0,0,0,0,0,0,0,0,0,0,0
"Mình mới mua về dùng, thấy cực kì hài lòng luôn. Bình thường không quen mua hàng điện tử online mà thấy review tốt nên mua thử. Trc đây 6 tháng mua con chuột genius 200k owr TGDD mà nay hư rồi, dùng cũng ko thấy nhạy bằng con này nữa. Nhìn chung thì chuột rất nhạy, nhẹ và vừa tay cầm nên dễ mang theo và sử dụng.",0,0,0,0,1,1,0,1,0,0,0,0,0
"Chuột sử dụng 1 pin AA, ngăn chứa pin có kèm luôn đầu nhận tín hiệu để cắm vào máy tính. Chuột có nút tắt mở. Nút giữa chuột có thể bấm dễ dàng. Trọng lượng chuột vừa phải, di chuyển dễ dàng và chính xác, lăn trên mặt gỗ không có lót chuột vẫn cảm giác được sự phản hồi chính xác.",0,0,0,0,1,0,1,1,0,1,1,0,0
"Chuột nhỏ xinh nhưng cầm rất chắc tay. Có cảm giác rất nhạy. Khi mua tặng kèm pin. Nên mua dòng chuột logitech ^.^",0,0,0,0,1,0,1,1,0,0,0,0,0
"đã nhận hàng , hàng giao đúng hạn , chất lượng , dịch vụ giao hàng tận tình",1,0,1,0,0,0,0,0,0,0,0,0,0
"không biết bền không nhưng chuột vừa tay, lê chuột mượt, nhạy, kiểu dáng đẹp. 5*.",0,0,0,0,1,0,0,1,0,0,0,0,0
"Mình được màu đen, rất hợp màu máy :) Mình được màu đen, rất hợp màu laptop :)",0,0,0,0,1,0,0,0,0,0,0,0,0
"Trước tiên là khâu đóng gói, Tiki luôn đóng gói cẩn thận và rất khéo, không có gì phải bàn cãi. Chuột có hộp riêng vùng giấy hướng dẫn. Cảm giác cầm chuột rất chắc, đầm tay. Chuột không hề bị trầy xước chỗ nào. Sau khi gỡ lớp nhựa trong bao xung quanh chuột và test thì chuột rất nhạy, cả con lăn và phím. Có thể di chuột trên nhiều bề mặt. Cảm thấy rất hài lòng với Chuột Logitech B175. Rất đáng tiền để mua.",0,1,0,0,1,0,0,1,0,0,1,0,0
"Sản phẩm đã bị bóc seal, có lẽ để gắn pin vào sẵn cho tiện .Nhỏ nhắn phù hợp với các bạn nữ làm văn phòng. Độ nhạy vừa phải, hành trình click ngắn, êm. Túm lại với tầm tiền 150k thì xài được.",0,0,0,0,0,1,1,0,0,0,0,0,0
"Tiki đóng gói kĩ, giao hàng nhanh cực kỳ. Thông báo 2 ngày giao mà hôm sau có liền ❤ chuột nhạy, vừa tay cực kì ưng ý luôn",0,1,1,0,1,0,0,1,0,0,0,0,0
"Chuột tốt, ngon, nhưng nút giữa bấm cứng và kêu quá to So với giá tiền thì quá ok. Tiki giao hàng quá nhanh quá nguy hiểm :v",1,0,1,0,0,0,0,1,0,0,1,0,0
"Chuột rất nhạy, chất lượng tốt, màu đen rất đẹp. Sản phẩm rất đáng mua trong mức giá. Giao hàng nhanh nên vừa đặt thì sau 2h đã có chuột để sử dụng.",1,0,1,0,0,0,0,1,0,0,0,0,0
"tiki đóng gói cẩn thận, đẹp..chuột dùng ổn. resolution là 1000dpi chứ không phải 1200dpi.",0,1,0,0,0,0,0,0,0,0,0,0,0
"Hôm vừa rồi có thu hồi sản phẩm chuột để bảo hành nhưng đã 1 tuần và em không thấy có thông tin từ việc hẹn trả ạ . cho em hỏi là chế. độ bảo hành mình bao nhiêu ngày sẽ trả lại ạ . E có chụp hóa đơn thu hồi để xác minh ạ",0,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột vừa tay, mua lại vì giá rẻ, hơi tốn pin nhưng cũng được rồi, xài cũng êm",0,0,0,0,1,1,1,0,0,0,0,0,0
"+ Đặt hàng hôm trước, hôm sau Tiki đã giao hàng luôn + Chuột dùng êm, không tiếng động, có sẵn pin. 5*",1,0,1,0,0,0,1,1,0,0,0,0,0
"Đã nhận được hàng. giao hàng nhanh đặt tối qua mà chiều nay đã nhận đươc hàng. cảm nhận về 2 nút bấm thì êm, di chuột cảm thấy chưa nhậy, nút cuộn kêu to không êm. không thấy ten dán trên chuột mà chỉ có tem DIGIWORL dán trên vỏ hộp. vỏ",0,0,1,0,0,0,0,1,0,0,1,0,0
"• Tiki giao hàng nhanh: Đặt hàng hôm thứ năm thì thứ bảy đã có hàng (chuyển thường), được đóng gói cẩn thận. • Chất lượng: Chuột nhạy, rất êm. Khi click không hề có tiếng động. Khi mua sản phẩm thì cũng đã sẵn pin AA bên trong.",1,1,1,0,0,0,1,0,0,0,0,0,0
"Chuột êm, dùng rất mượt và k tạo tiếng động, màu xanh đẹp y hình.",1,0,0,0,1,0,0,1,0,0,0,0,0
"Sản phẩm dùng rất thích, giao hàng nhanh, mỗi tội mình order 2 cái mới mấy hôm trước giá 249k mỗi cái, tổng đơn 498k xong hôm nay lại hạ giá còn 199k mỗi cái. Chỉ cảm thấy hơi hài",0,0,1,0,0,1,0,0,0,0,0,0,0
"chất lượng tốt trong tầm giá này, sẽ mua thêm khi cần",1,0,0,0,0,0,0,0,0,0,0,0,0
"Mới sử dụng hôm qua đến giờ thôi thì thấy ok, chuột nhẹ, click êm, vừa tay mình (nữ). Trước giờ toàn xài logitech nên cũng tin tưởng thương hiệu. Hi vọng xài được bền như con chuột logitech trc đây.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mình ko thể chấp nhận hàng điện tử mà đã bị cắt ra và dán băng keo lại, sao có thể đảm bảo đó có thật là hàng chính hãng hay đã bị đánh tráo. Lần này thật sự thất vọng về cách làm việc của Tiki.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột êm, hơi nặng Không phát ra ánh sáng Rất nhạy bén",1,0,0,0,1,0,0,1,0,0,0,0,0
"Mình đã mua và dùng chuột được hơn 4 tháng. Đúng như yêu cầu là chuột không gây tiếng động, mình dùng vào công việc trong ban đêm rất thích và gần như không còn gây ảnh hưởng đến những người xung quanh trong phòng trọ nữa. Thật tuyệt vời! Con chuột mình mua có màu đỏ, có nhiều màu để mọi người lựa chọn.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Sp rất êm, tiếng ồn rất nhỏ, phù hợ vs các bạn cần yên tĩnh khi làm việc",1,0,0,0,0,0,0,0,0,0,0,0,0
"Giao hàng nhanh hơn thời gian dự kiến, nút bấm êm nhưng cảm giác bấm hơi nông, và chuột hơi nhỏ (phù hợp với chị e phụ nữ). Đã đặt mua thêm 1 e màu nữa màu xanh :)",1,0,1,0,1,0,0,1,0,0,0,0,0
"Pros: Chuột nhạy, rất êm, hầu như ko phát ra tiếng động, rất tốt để làm việc về đêm. Kết nối ko giây 2.4Ghz như mọi khi rất ổn định (Mình có dùng 1 em Microsoft Sculpt Comfort bluetooth nhưng ko ổn định bằng).  Cons: Quá nhỏ và nhẹ, phải tập làm quen hết nửa buổi. Độ chính xác cũng ko cao (vẫn có thể chấp nhận đc vì mức giá rẻ). Một điều mình khá khó chịu là nắp pin khá ọp ẹp, ko chắc chắn (có thể riêng sp của mình bị vậy thôi), phải chèn giấy vô để không bị lỏng.  Nói chung dễ sử dụng, nhỏ gọn dễ mang đi đây đi đó. Người khó tính tuyệt đối đừng nghĩ tới, sẽ thất vọng, bỏ tiền triệu ra mua chuột sẽ hợp lý hơn.",1,0,0,0,1,0,1,1,0,0,0,0,0
"Chuột tốt nhưng có nắp đậy pin hơi lỏng nên khi đặt xuống hay di chuyển mạnh sẽ nghe kêu. Nhìn chung sản phẩm thích hợp với dân văn phòng và người làm việc khuya không muốn ảnh hưởng đến người xung quanh",1,0,0,0,0,0,1,0,0,0,0,0,0
"Mình thấy Tiki thường có thói quen mở sản phẩm trước của khách hàng. Như đã nói trong sản phẩm trước Tiki không nên làm vậy.",0,0,0,0,0,0,0,0,0,0,0,0,0
"Dòng chuột silent mouse ưa thích, ấn cực êm, gần như ko gây tiếng ồn.   Con lăn dùng thoải mái, không có dấu hiệu lỏng lẻo rung lắc.  Rất thích hợp với các bạn dùng chuột ban đêm không muốn ảnh hưởng đến bạn cùng phòng, hoặc dùng trong văn phòng tránh ồn ào đến đồng nghiệp.   Đã mua tổng cộng 4 chiếc dòng này, 3 chiếc tại Tiki, rất hài lòng.   Màu đỏ có vẻ hơi chói so với hình quảng cáo, nhưng màu xám rất đẹp, màu xanh chưa thử.",0,0,0,0,1,0,0,0,0,0,1,0,0
"Một sản phẩm rất tuyệt vời từ Logitech! Giá rẻ, thiết kế đơn giản tinh tế, chuột nhạy, click và lăn không nghe tiếng ;) Còn phần pin thì do mình mới mua nên cũng không chắc có sử dụng được 18 tháng như giới thiệu hay không.",1,0,0,0,1,1,1,1,0,0,0,0,0
"Cảm giác cầm tốt,nhưng tín hiệu usb yếu.nhiều lúc bấm rồi phải 1s đến 2s mới nhận lệnh.",0,0,0,0,1,0,0,1,0,0,0,1,0
"kiểu dáng đẹp, bấm rất nhẹ và êm, không có tiếng ồn khó chịu, xảm giác bấm rất tốt. tiki giao hàng nhanh",0,0,1,0,1,0,0,1,0,0,0,0,0
"Pin dùng ok. Từ lúc mua chưa thấy có vấn đề gì. Tiki đóng gói cẩn thận.",0,1,0,0,0,0,1,0,0,0,0,0,0
"Chuột cầm vừa tay, nhạy và êm, không có cái tiêng click chuột",0,0,0,0,1,0,0,0,0,0,0,0,0
"Mình cực kì hài lòng về sản phẩm này, giá vừa phải, xài rất êm, click ko có tiếng luôn ak. Đây là sản phẩm chất lượng.",1,0,0,0,0,1,0,0,0,0,0,0,0
"Shop bán hàng ko uy tín, mình đã hỏi shop trước khi đặt hàng là có phải chuột N5 của hiệu Azzor như Shop quảng cáo hay ko? Shop đã xác nhận là hiệu Azzor dòng sản phẩm N5. Nhưng khi nhận hàng thì lại không đúng như những gì Shop đã nói 1) Sản phẩm ko có tên cũng như logo Azzor được in ở phía đuôi của chuột. 2) không có dòng chữ wireless chary miro one được in ngang chuột  *** như hình đính kèm, những thông tin trên là thông tin để phân biệt hàng thật và hàng nhái.  Shop bán hàng ko đúng, sai sự thật, khi mình đặt câu hỏi cho Shop thì lại ko nhận được sự phản hồi, hay hỗ trợ gì sau khi đã đặt hàng và nhận hàng.   Lần đầu tiên mình mua hàng trên Tiki mà lại có very bad experience như thế này.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Build khá chắc. Cầm ôm tay. Hàng chính hãng fpt cho bác nào định mua khỏi thắc mắc",1,0,0,0,1,0,0,0,0,0,0,0,0
"Chuột chất lượng tốt trong tầm giá. Mình làm design click chuột rất nhiều, hoặc dân văn phòng click chuột liên tục thì xài em này ok. Độ click hơi cứng xíu, chắc do mới, hành trình click của nút cuộn ngắn, click rồi mà cứ tưởng như chưa click luôn ấy. Có điều là cảm giác cầm nắm chưa đã và ôm trọn tay bằng Logitech B100.",1,0,0,0,1,0,0,1,0,0,0,0,0
"Chuột sử dụng Ok, nhạy, dễ sử dụng, rất hài lòng. Thanks!",1,0,0,0,0,0,0,1,0,0,0,0,0
"Giao sớm hơn dự đoán nên vui sớm. Chuột cầm thoải mái, bấm khá êm, âm thanh không quá to, độ bền thì chờ thời gian.",1,0,1,0,0,0,0,1,0,0,0,0,0
"Tiki giao hàng nhanh hơn dự kiến, đóng gói cẩn thận, thấy mn review tốt lại đc giảm giá nên mua, mình mới dùng được 2 tuần thấy cũng khá tốt",1,1,1,0,0,1,0,0,0,0,0,0,0
"Sài mượt, thiết kế tốt... nói chung là hài lòng với sp 😁",1,0,0,0,1,0,0,0,0,0,0,0,0
"Hình dễ thương, Chuột sử dụng ok, kích thước cũng vừa tay nhưng do trước đó mình sử dụng là cỡ vừa nên ban đầu ko quen cho mấy.",1,0,0,0,1,0,0,0,0,0,0,0,0
"tốt, màu sắc vấn còn tốt sau vài tháng sử dụng tốt, màu sắc vấn còn tốt sau vài tháng sử dụng tốt, màu sắc vấn còn tốt sau vài tháng sử dụng",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mua 2 con ở cty 1, ở nhà 1, chuột nhạy, cầm vừa tay, màu sắc đẹp. Đồng nghiệp ở cty thấy thích nên nhờ mua dùm 1 con.",1,0,0,0,1,0,0,1,0,0,0,0,0
"Hình thức đẹp. ở Bắc chắc giao hàng chậm. mới dùng đc chưa đầy tháng đã bị dính chuột trái vs phải. Bực thật",0,0,1,0,1,0,0,1,0,0,0,0,0
"Chuột dùng rất tốt. Cầm rất vừa tay. Trên Tiki bán rẻ hơn chỗ khác",1,0,0,0,1,1,0,0,0,0,0,0,0
"Chuột dùng tốt, có 2 nút back và forward dùng rất tiện, có ai biết nút ở dưới bánh xe để lm gì k ????  4 sao vì chỗ để usb hơi bất tiện vì muốn lấy ra thì phải tháo pin.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mình mua mẫu gấu trúc. Hàng y hệt hình, rất đẹp và ưng ý. Cầm rất vừa tay. Do cũng ít dùng nên chưa nhận xét được là có chất lượng hay ko.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Mình đặt mua mẫu như hình. Vừa nhận hàng hôm qua nhưng sáng nay mình mới mở ra dùng. Thì thấy hàng đã bị tháo seal rồi. Nhờ nhà cung cấp cho mình câu trả lời hợp lý nha",1,0,0,0,1,0,0,0,0,0,0,0,0
"Sản phẩm đẹp, giao hàng nhanh. Hqa đặt hnay đã có luôn nhưng khi mình sử dụng cắm cái kết nối với chuột vào xài đến lúc rút ra thì đc mỗi cái nhựa =,.= cái cổng vẫn còn cắm trong lap, hết hồn... k biết sử dụng đc bao lâu nữa là hỏng nếu cứ tình trạng như thế này :((( vì điểm trừ này nên đành phải đánh giá 2 sao! 😭😭😭",1,0,1,0,1,0,0,0,0,0,0,0,0
"Chuột cute dog, xinh quá, dùng ok. Tiki giao hàng siêu nhanh mới đêm đặt mà chiều đã thấy giao hàng rồi. Mình còn quên mất là mới đặt. Chuột xinh pin nhìn hịn giá 175k ok. Thấy th bạn lớp mình mua 330k năm ngoái tại shop ngoài, thích quá lên tiki tìm thì thấy đang sale 175k nên hốt luôn😂😂",1,0,1,0,1,1,0,0,0,0,0,0,0
"Mới sử dụng ngày đầu tiên, nhìn okay, nhạy, màu sắc tươi hơn hình trên web. Cho 5 sao.",1,0,0,0,1,0,0,1,0,0,0,0,0
"khá hài lòng, chuột nhạy. có điều cái usb dấu kĩ quá =))",1,0,0,0,0,0,0,1,0,0,0,0,0
"Chuột đẹp, xài ổn, có điều thiết kế chỗ để đầu usb ngáo quá, mỗi lần lấy phải tháo cả pin ra =))",1,0,0,0,1,0,0,0,0,0,0,0,0
"Đã sử dụng được hơn 3 tháng và rất hài lòng. Chuột hoạt động tốt, cắm USB nhạy, cầm chắc tay, và đỉnh nhất là hông đụng hàng.",1,0,0,0,1,0,0,0,0,0,0,0,0
"vừa test thử thì rất ưng. chuột cầm chắc tay. nhạy. nhưng cho mình hỏi chế độ bảo hành ntn với ạ. mình thấy ghi là bảo hành dựa vào số serial. thế nếu bị hỏng thì mình liên lạc với ai đc? và cách bảo hành là ntn?",1,0,0,0,0,0,0,0,0,0,0,0,0
"Mẫu mã đẹp, chất lượng tạm ổn vì mới dùng vài ngày. Tuy nhiên, để qua một ngày thì hôm sau phải tắt mở on/off chuột mới nhận lại tín hiệu",1,0,0,0,1,0,0,0,0,0,0,1,0
"Mình đặt chuột khi đang có chương trình giảm gần 50%, nên mình thấy mức giá 175k để sở hữu chuột là khá ổn. Xài được hầu hết trên các bề mặt, không cần dùng miếng đệm, có nút chức năng chỉnh độ nhạy của chuột, cầm vừa tay, mình thích cách thiết kế có 2 phần lõm vào cầm khá thoải mái. Chỉ có 2 nút bên hông theo mình tìm hiểu là nút back và forward, tuy nhiên vẫn chưa biết cách dùng. Nói chung là ổn ạ.",1,0,0,0,1,1,0,1,0,0,0,0,0
"Hàng đã mua chất lượng tốt cầm vừa tay rất chắc chắn hàng còn mới 100% nguyên seal sài rất đã tuy giao hàng hơi lâu nhưng rất đáng để chờ 5 sao thôi :D",1,0,1,0,1,0,0,0,0,0,0,0,0
"chào tiki, mình mua sản phẩm hồi tháng 10/2018, sử dụng được 3 tháng thì bật lên k có tín hiệu nữa, mình đã thay pin mới vẫn k có tín hiệu. Bây giờ mình muốn gửi bảo hành thì phải làm sao ạ",1,0,0,0,0,0,0,0,0,0,0,0,0
"Giao hàng nhanh hơn so với dự kiến, đóng gói đẹp, giá rẻ so với chất lượng.",1,0,1,0,0,1,0,0,0,0,0,0,0
"Vừa mua thôi nhưng xài rất ok, hình mẫu đẹp, chơi game cũng nhạy dù cầm có hơi nặng tay nhưng hồi cũng quen. Cổng nano cũng rất khôn khéo để ở ngăn thay pin nên mọi người có mua thì lưu ý nha. Hi vọng xài bền.  Còn Tiki giao hàng luôn đóng gói tốt nhưng giao có hơi lâu, và còn báo là đơn của mình sẽ đến muộn nhưng trong ngày hôm đó lại giao luôn.",1,1,1,0,1,0,0,1,0,0,0,0,0
"giao hàng rất nhanh..chuột rất đẹp ........đáng để mua",0,0,1,0,1,0,0,0,0,0,0,0,0
"Vỏ thì dính đầy bụi, chuột thì di đc 1 lúc lại đơ, thất vọng.",1,0,0,0,0,0,0,1,0,0,0,0,0
"tôi rất hài lòng về sản phẩm. Sản phẩm sử dụng rất tốt",1,0,0,0,0,0,0,0,0,0,0,0,0
"Hình trang trí đẹp mắt, độ nhạy cũng tốt nhưng dùng rất mỏi ngón tay cái",0,0,0,0,1,0,0,1,0,0,0,0,0
"Chuột hình đẹp, bắt mắt, sau một thời gian sử dụng vẫn chưa bay mất hình. Dùng khá nhạy, phù hợp cho việc thuyết trình.",0,0,0,0,1,0,0,1,0,0,0,0,0
"Mình cần mua gấp để đi làm nên đã chọn giao hàng 2h, Tiki giao rất nhanh và thậm chí còn giao vào Chủ nhật. Bạn giao hàng rất thân thiện và lịch sự  Chuột khá giống trong ảnh, trừ màu sắc có vẻ sáng hơn một chút (mình tưởng xanh đen mà hoá ra tím).  Có sẵn 1 cục pin, có nút on/off để tắt chuột khi không dùng. Chuột nhạy và dùng mượt.  Điểm trừ nho nhỏ là chỗ để cổng USB ngay cạnh pin, nên mỗi lần muốn lấy là phải tháo pin ra rồi mới lấy được, hơi bất tiện",0,0,1,0,1,0,1,0,0,1,0,0,0
"Nhìn chung tổng thể khá đẹp và dễ thương . Phần nano receiver thì để phía trong cục pin nên có thể làm một số bạn cảm thấy bối rối khi tìm nó. Khi cắm vào máy dùng rồi thì hơi khó để lấy nó ra đối với những bạn có mồ hôi tay như mình . Chuột dùng ổn không cần pad vẫn nhạy.",1,0,0,0,1,0,0,0,0,0,0,0,0
"Gio xai ko dc ne.help me please Xai ntn vay troi ko xai duoc",1,0,0,0,0,0,0,0,0,0,0,0,0
"Mình dùng được một thời gian rồi thì đến bây giờ ẻm vẫn dùng tốt, chuột khá nhạy để chơi game, lớp dán hổ con bên ngoài vẫn xinh tươi như hồi tớ mới nhận em ý về nha ^^, ảnh dưới tớ chụp ở trên lớp bằng laptop nên hơi dìm xíu ớ, chứ bên ngoài còn xinh hơn.  Trước tớ mua là 259k, thì theo như lời anh trai mình nói, con này 70k tao mua đầy -_-!! Làm mình deep mất 1s.  Bỏ qua về vấn đề giá thì chuột còn có cả nút back ở cạnh bên trái, nhưng mình dùng không nhiều, khá tiện để nghịch lúc rảnh thôi ha =)))",1,0,0,0,0,1,0,1,0,0,0,0,0
"Giao hàng cực nhanh, chuột nhìn cute phomaique lắm, ko bị bong tróc gì, cầm vừa tay. Tks shop",1,0,1,0,1,0,0,0,0,0,0,0,0
"Mình ordered lúc 3h, và giao hàng nhanh trong 2 tiếng nhưng đến 6h hơn mình mới nhận được. Cái này mình thông cảm được vì có thể do kẹt xe. Anh shipper thân thiện, dễ thương * Điều mình thích khi mở ra là : + nguyên seal, chứ không như những nhận xét khác là hàng bị bóc ra + tặng kèm đồ lót dày cộm + chuột kèm pin và cầm rất đã tay cực kì, chắc tay chứ k có nhẹ như mình nghĩ. Mình thấy có mấy bạn mua và complain là không kèm pin, điều này mình không rõ bên bộ phận giao hàng ra sao + khi mình thử chuột, chuột nhạy, dù tiếng hơi kêu lúc click nhưng nhìn chung oke, mình thử nút Back & Forward hoạt động ổn. Còn nút dưới bánh lăn thì mình đã thử xem nó có chỉnh nhạy nhanh không thì nó biểu hiện không rõ rệt lắm.  Tóm lại, mình cho 4.5***** cho chất lượng ^^",1,0,1,1,0,0,0,1,1,0,0,0,0
"Giao hàng của tiki không chê vào đâu được rồi.  Nhưng hàng gửi cho mình bên trong như kiểu để kho lâu ngày rồi, bụi bẩn nhiều quá.nên chỉ cho 4 sao thôi",1,0,1,0,0,0,0,0,0,0,0,0,0
"Minh nhan duoc hang sau 2 ngay Order. Nhung cho minh hoi chuot ko kem bao đựng nhu hinh ban ha ? Minh mua hinh Gấu LM115G",1,0,1,0,0,0,0,0,0,0,0,0,0
"Tạm thời mới biết ra sao. Nhưng, trước mắt thấy nhạy, mượt. Hài lòng, phù hợp tính cách kiểu dáng!!!",1,0,0,0,1,0,0,1,0,0,0,0,0
"chuột xài tốt nhưng k biết xài lâu hình sư tử có bị mờ k v shop",1,0,0,0,0,0,0,0,0,0,0,0,0
"Chuột dùng rất ổn. Kích cỡ thích hợp cho bạn nào tay nhỏ hoặc vừa. Tay mình hơi to nên cầm chưa hoàn toàn thoải mái. Nhưng nói chung dùng ok. Nút scroll lăn cảm giác tốt.",1,0,0,0,1,0,0,0,0,0,1,0,0
"Chuột vừa tay, bấm nhẹ, có thể chỉnh được độ nhạy DPI, được tặng lót chuột, hời hơn con logitech, đặc biệt hình rồng đẹp",0,0,0,0,1,0,0,1,0,0,0,0,0
"Chuột cute... nhưng mà buồn quá :(... vừa mới mua 260k h thì sale 199k buồn hết sức buồn :((",0,0,0,0,1,1,0,0,0,0,0,0,0
"10h đặt hàng, 11h nhận được, con chuột màu hồng  bao cute 😍😍😍",0,0,1,0,1,0,0,0,0,0,0,0,0
"Sản phẩm nhỏ gọn, thiết kế đáng yêu. Giao hàng nhanh.",0,0,1,0,1,0,0,0,0,0,0,0,0
"Sản phẩm giống như hình, bấm êm nói chung là ổn trong tầm giá. Đóng gói kĩ sẽ ủng hộ Tiki thêm nữa",1,1,0,0,0,0,0,0,0,0,0,0,0
"Tiki giao hàng nhanh, vì đang cần gấp nên mất chút phí khi chọn giao hàng 2h và chưa đến 2h thì hàng đã được giao đến. Chuột dễ thương, nhỏ gọn và khá vừa tay. Chuột cũng rất nhạy, đáng tiếc là tiếng click chuột khá to nên nhiều lúc hơi phiền.",1,0,1,0,1,0,0,1,0,0,0,0,0
"Chuột dễ thương, mình chọn mẫu số 5, cầm dễ dàng, di chuyển ko cần lót chuột trên bàn chạy ngon, điều chỉnh DPI thuận tiện, có nutt1 back forward dùng rất tiện lợi.  Pin thì dùng lâu mới nhận xét được.  Riêng màu thực tế thì đậm tối hơn màu đăng trên trang bán.  Nhìn chung hài lòng sản phẩm, tiki giao hàng nhanh (nửa ngày có)",1,0,1,0,1,0,1,1,0,0,0,0,0
"chuột siêu đẹp. rà siêu êm. giá siêu tốt. chỉ có điều thấy việc lấy cục kia ra gắn vô máy tính mà phải tháo pin ra mệt quá.",0,0,0,0,1,1,1,0,0,0,0,0,0
"Đẹp và vô cùng đáng yêu hihiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",0,0,0,0,1,0,0,0,0,0,0,0,0
"1. Về mẫu mã, tui chọn chuột hình con Panda. Dễ thương lắm luôn á! Mua về mẹ với chị hỏi mày mấy tuổi rồi mà còn mê mấy cái này! Mấy nhỏ gái thì hỏi mua đâu thế! ^0^ 2. Giá cả khỏi phải bàn, Tiki bán rẻ hơn thị trường nhiều! Mở hàng ra thì phát hoảng với mấy cái nút bấm, nhiều quá à nha làm tui ấn tượng nhưng mắc mợt! 3. Về hiệu suất - khỏi chê, chuột hoạt động rất trơn tru mượt mà sảng khoái mát lạnh. Rất nhạy nữa chớ, để trên mặt kính em vẫn lướt phè phỡn. Đã dị còn được tặng 1 cục pin chất lượng! hê hê => Túm cái quần lại là chả có cái gì để chê hết trơn. Ai thích thì hốt em về đi nhoaaa!",0,0,0,0,1,1,0,1,0,0,0,0,0
