"comment_content","Giao hang","Dong goi","Gia ban","Thiet ke","Chat luong san pham","Cham soc khach hang","Do nhay"
"sau một năm sử dụng tôi dùng trung bình  tiếng ngày chưa thay pin lần nào pin zin theo chuột tới giờ vẫn sử dụng được giờ thấy đang nháy đỏ nhưng vẫn sài được chắc sắp hết pin  đánh giá thiệt sự bền pin trâu vl ko tiếng động chuột tốt nhất trong giá tiền từ trước đến giờ mình mua được quá nên mua",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"giao hàng nhanh giá rẻ  chất liệu okei  thank tichi ",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"chuột đẹp dùng mượt nhưng đèn dưới chuột của mình bị lỗi không sáng",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"đóng gói hàng cẩn thận chắc chắn   sản phẩm khá ổn phù hợp với giá tiền",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"thái độ phục vụ của shop không nhiệt tình   ",0.0,0.0,0.0,0.0,0.0,1.0,0.0
"mình mua  sản phẩm đỏ và đen nhưng  lần mua đều không có đầu usb kết nốicó thể kiểm tra dùm mình không",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"vừa mua thôi nhưng xài rất ok hình mẫu đẹp chơi game cũng nhạy dù cầm có hơi nặng tay nhưng hồi cũng quen cổng nano cũng rất khôn khéo để ở ngăn thay pin nên mọi người có mua thì lưu ý nha hi vọng xài bền  còn tiki giao hàng luôn đóng gói tốt nhưng giao có hơi lâu và còn báo là đơn của mình sẽ đến muộn nhưng trong ngày hôm đó lại giao luôn",1.0,1.0,0.0,1.0,1.0,0.0,0.0
"mình không thấy tem thông số sản phẩm và nơi sản xuất",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hàng nhanh tuy nhiên hộp giao hàng giống như bị vật nặng đè lên",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi   chuột nhanh nhạy dễ sử dụng lắp vào máy tính là dùng được luôn",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"sản phầm là m silent plus mà tiki lại giao hàng là m silent cảm giác rất thất vọng với tiki ",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"chất lượng sản phẩm xuất sắc shop phục vụ cực kỳ nhiệt tình   chuột hoạt động tốt",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"xài được hơn  tháng và không thấy gì phàn nàn cám ơn tiki nhiều khuyên mn nên mua màu xanh vì thấy sang hơn màu đen nhiều",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"giao hàng nhanh giá hợp lí đóng gói tốt rất chuyên nghiệp",1.0,1.0,1.0,0.0,0.0,0.0,0.0
"hàng dày dặn êm tay giao hàng nhanh chóng cảm ơn tiki tiki",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"chuột đẹp cầm chắc tay vỏ nhựa mịn ko bavia sắc cạnh di mượt cảm ơn tiki",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"mẫu mã đẹp  bắt mắt chuột rất nhẹ  cầm rất êm tay   chuột hoạt động rất mượt  âm thanh khi click vào rất nhẹ  không gây ra tiếng động lớn   đó là cảm nhận ban đầu của tôi  hi vọng sau này sử dụng lâu dài nghe ông anh bảo nên mua chuột hãng logitech nên quyết định mua luôn con này không ngần ngại gì  miễn chất lượng và ổng bảo xài hơn  năm rồi      giao hành nhanh rất nhanh nữa  mới order hôm qua là hôm nay có hàng  được cái freeship nữa nên sau này sẽ ủng hộ tiki  thật sự quan trọng vẫn mong sản phẩm luôn luôn đảm bảo chất lượng uy tín và chính hãng đàng hoàng  vì trước giờ rất ít mua hàng online",1.0,0.0,0.0,1.0,1.0,0.0,1.0
"nhẹ hơn mình tưởng nhưng đúng như shop giới thiệu đẹp hơn hình",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"bàn phím hơi khó nhấn chút xíu chuột nhẹ quá cảm giác cầm không chắc chắn vẫn đang trải nghiệm thêm",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"sản phảm bao bì đẹp hàng chính hãng chuột chạy êm bấm mềm vừa tay dây đủ dài cho máy mình nói chung cực kỳ ngoài mong đợi",0.0,1.0,0.0,0.0,1.0,0.0,1.0
"chuột xài rất okay nhưng có cảm giác  hơi nặng nếu phải xoay chuột nhiều",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"giá rẻ ok",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"chuột cũ đế chuột sứt xát bẩn thỉu hộp thì rách bẩn thân chuột đầy bụi báo tiki đổi trả gần  tuần vẫn chưa thấy có nhân viên đến lấy lại hàng thất vọng toàn tập",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"đóng gói hàng cẩn thận   ok",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"đóng gói chắc chắn mẫu mã giống quảng cáo chất lượng thì sử dụng  thời gian mới biết đc giao hàng hơi lâu ",1.0,1.0,0.0,0.0,1.0,0.0,0.0
"đóng gói hàng rất kỹ và chắc chắn   đóng gói hàng kỹ",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"có  chế độ vừa dùng cho macbook và tv có điều phải tải phần mềm điều khiển về trước khi xài ko như  số dòng giá rẻ của logitech cắm vô xài liền",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"tiki giao hàng nhanh hơn dự kiến chuột giống như mô tả sài thử xem sao d",1.0,0.0,0.0,0.0,1.0,0.0,0.0
" điểm ưng  phần mềm logitech options cho phép mình tuỳ chỉnh các nút trên con chuột theo những tác vụ giống như trackpad trên máy macbook  thao tác di chuyển nhanh click click rất đã so với dùng trackpad trên máy  pin khá trâu và sạc được mình rất ưng điểm này vì không ai rảnh để chạy đi mua pin trong lúc trời mưa gió bão bùng cả    điểm chưa ưng  đôi khi sử dụng một thời gian lâu thì chuột nó hay bị lag mình tắt đi bật lại cái công tắc phía dưới chuột thì sau đó mọi thứ mới trơn tru lại chắc là do phần mềm logitech options chưa tối ưu cho macos mojave  đó là những điều mình thấy nếu cho chọn lại thì mình vẫn mua con này nhờ nó mà thao tác công việc của mình nhanh hơn khá nhiều so với dùng trackpad",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"k ko biết giá đã kịch sàn chưa mới dùng cơ bản chưa thử game chắc chắn ko ọp ẹp",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"rất thích tính năng silence của sản phẩm dùng ban đêm ko gây phiền cho mọi người các phím cũng rất nhạy ",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"tôi đã chọn mua chuột mx anywhere s được  tuần cảm nhận đầu tiên là chuột cầm rất thích rất vừa tay và chắc chắn cảm giác rê chuột rất thoải mái tuy nhiên tôi đã cố để kết nối chuột với  thiết bị mà chưa được hãy giúp tôi",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"phím bấm trái phải ok nhưng con lăn không cuộn được bấm bằng con lăn chuột khi đóng mở web cũng rất cứng sản phẩm lỗi đề nghị đổi giúp mình sp khác",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"chuột nhạy và dùng rất thích bấm không nghe tiếng động thật làm việc sẽ không ảnh hưởng đến người khác nhưng quan trọng là dùng bền thôi",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"giao hàng ko đúng sản phẩm chất lượng tệ",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"đưa hình ảnh là sp của dell nhưng giao asus kh chọn màu đen lại giao đỏ đã vậy không cho xem hàng trước chưa uy tín",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"chuột dạng này không có nút bấm giữa dù vẫn có con lăn nên nếu dùng cho vẽ vời đồ họa hay mở web trong tab mới thì không tiện",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn   chất lượng tốt giá rẻ nên mua",1.0,1.0,0.0,0.0,1.0,0.0,0.0
"shop phục vụ cực kỳ nhiệt tình   ok",0.0,0.0,0.0,0.0,0.0,1.0,0.0
"nếu bạn ở tphcm thì có thể ra phong vũ để trải nghiệm thực tế bàn phím ban đầu mình tính ra phong vũ để mua loại khác nhưng sau khi trải nghiệm thì bàn phím này là the best trong tầm giá",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đóng gói hàng rất kỹ và chắc chắn   ",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"mình mua tới  con cho văn phòng và cho pc ở nhà   pin rất lâu mình dùng  tiếng  ngày  viên aa dùng tới  tháng ở high performance mode hz polling rate ms latency tức ngang với chuột dây  nút bám rất tốt nảy và nhạy chuột gaming của logitech có nút bấm thích nhất tt bây giờ  sensor quá ổn cho mục đích làm việc và casual gaming và rất tiết kiệm điện  phần mềm cho phép tùy chình và gán macro cho  phím bên hông và phím dpi rất tiện cho làm việc   form đối xứng cầm ôm tay rất thoải mái bạn nào dùng claw grip sẽ rất thích form chuột này  với mức giá này thì sản phảm quá hoàn hào không có gì để chê cả",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"sản phẩm nhỏ gọn thiết kế đáng yêu giao hàng nhanh",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"giao chuột hư có dấu hiệu bị va đập rất bùn khi cố gắng kết nối thay pin mới nhưng k sử dụng dc",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"giá hợp lý  rất êm không gây các tiếng click click  đầu usb có mạ vàng nhìn rất đẹp",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"chuột dùng tốt nhạy chính xác nút bấm cho cảm giác tốt",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"cho em hỏi bảo hành thế nào ạ chuột em bị hư switch trái",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"miếng lót mềm nhẹ có điều không có hộp nên nhìn hơi lởm dù sao với mức giá này chấp nhận đc",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   đang xài thử thấy okvề lâu dài thì chưa biết cứ cho  sao",1.0,1.0,0.0,0.0,1.0,1.0,0.0
"chuột rất đẹp và cầm vừa tay mua về ai thấy cũng khen vừa mua về đã có mấy bạn xin link để đặt mua thêm mấy con nữa lại còn găp bạn shipper siêu dễ thương    tuy nhiên do mới dùng nên chưa biết độ bền thế nào",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   hôm bữa nói hóa đơn trên k được nhập mã giảm k á tuy ko giảm ngay nhưng bù lại được card k   mình có thử sản phẩm rồi máy có vài điểm ko giống như mô tả nhưng ko đáng kể máy sử dụng tốt lắm chuột ko dây chạy mượt đáng để mua  nhân viên gọi tư vấn nhiệt tình vui vẻ cám ơn a đã giúp đỡ tận tình zalo nhunguyen ",0.0,1.0,0.0,0.0,1.0,1.0,1.0
"logitech m dùng thích hơn chiếc m m đang sử dụng khi click chuột nhiều sẽ khá gây ồn tầm buổi trưa yên tĩnh m có kích cỡ vừa tay với trọng lượng giúp di chuyển dễ dàng ngoài ra  phím backward và forward khi xem web rất thuận tiện rất đáng mua sản phẩm chính hãng dòng có giá cao thì sử dụng cũng tốt hơn",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"chất lượng của logitech nổi tiếng thế giới từ lâu  chuột được làm từ chất liệu nhựa tốt đệm tay bằng cao su có hoa văn chống trơn được gia công rất tốt  chuột không nhỏ cũng không quá to thích hợp cả nam lẫn nữ  dù bạn là dân văn phòng sinh viên thường xuyên thuyết trình bằng laptop hay gamer đều sẽ thoải mái sử dụng chuột đặc biệt vào ban đêm vì hầu như không có tiếng động khi bấm chuột  đặc biệt vị trí dán tưm của chuột sẽ khiến những khách hàng khó tính nhất phải hài lòng",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"chuột xài rất tốt không hiểu sao mấy con logitech cũ xài với con mac pro thì hay bị nhiễu sóng lag còn con này thì kết nối thằng bằng bluetooth tín hiệu tốt chưa có gì phàn nàn",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"chuột sử dụng lâu gây đau tay có thể sử dụng đc trên bàn học mà cần lót chuột những ng có bàn tay lớn giống tui ko nên mua cảm giác sẽ khá khó chịu giao hàng đúng với ngày dự kiến nhân viên giao hàng vui vẻ nhiệt tình",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"shop phục vụ khá tốt   ",0.0,0.0,0.0,0.0,0.0,1.0,0.0
"tạm ổn nhưng làm sao biết được là hàng logitech chính hãng",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn   sản phẩm chất lượng rất tốt có cảm giác độ phân giải hơn các loại chuột khác ngoài thị trường quá tốt  so với giá cả shop đóng hàng rất cẩn thận thanks",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn   chuột nhạy nhẹ độ bền thì phải xài  thời gian mới biết",0.0,1.0,0.0,1.0,1.0,0.0,1.0
"sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn   ",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"hàng xài được phù hợp với giá k",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"chuột chính hãng có tem bảo hành đầy đủ nhưng không biết sao hàng mới mà mặt dưới chuột chổ miếng đệm lại trầy xước rất nhiều chuột rê êm  nút click trá phải rất yên tĩnh không hề phát ra âm thanh nào đúng như quảng cáo nút lăn chuột mình không biết sao lăn xuống thì màn hình chạy lên lăn lên thì màn hình chạy xuống nó ngược hẳn với con chuột mấy năm nay mình dùng đó là tính năng mới hay lỗi mình cũng không biết luôn",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"sản phẩm nhìn đẹp tuy nhiên  lỗ cắm điện làm đồng mềm quá cắm vào đã lỏng rồi",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"chuột g này rất tốt rẻ gia công hoàn hảo nút bấm rất nảytiếng click rất đã tai đèn led ko quá màu mè mà giá lại không quá đắt tốt",0.0,0.0,1.0,0.0,1.0,0.0,1.0
"chuột nhỏ vừa tay xài khá êm còn chất lượng thì phải xài lâu mới biết được",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"qua chán ko connect đc bluetooth trên mac pro ",0.0,0.0,0.0,0.0,0.0,0.0,1.0
"sản phẩm xài tốt rất ưng chuột hơi to bạn nào tay nhõ thì không hợp",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"khi nhận hàng bao bì chuột bị chắp vá dán như kiểu không phải hàng mới dùng thì mới dùng nên không biết hỏng hóc nhanh  không  nhưng nhỏ gọn và nhanh nhạy",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn   hàng tôt giao hang nhank",1.0,1.0,0.0,0.0,1.0,0.0,0.0
"chuột hơi nhỏ nhưng lại khá thích hợp với các chị em vợ mình rất thích",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"sản phẩm giá rẻ nhưng khá tốt  kích thước vừa vặn  miếng đệm lót ở cổ tay êm khiến tay đỡ mỏi và thoải mái  mọi người nên mua ngay không cần suy nghĩ",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn   tốt",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"đóng gói kỹ hàng ok",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   chất lượng thì còn về sau nhé",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"giao hàng không giống như hình quảng cáo",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"chuột này dùng rất tốt nhạy mượt trên máy tính nhưng không mượt lắm trên điện thoại của mình samsung galaxy on  có thể do điện thoại cùi bắp",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"chất lượng thấy có vẻ ổn nhưng cái usb gắn ko đúng chỗ đi bỏ vào lỗ pin nghe tưởng bị bể cái gì lỗ đựng  cục pin  a trong hộp trống rỗng ko biết chuột có kèm pin ko nếu ko có thì có lỗ pin làm gì nhỉ",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"mong shop làm ăn cẩn thận hơn người ta thấy hiệu asus mới đặt mua đàng này gởi chuột dell",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"sử dụng rất tốt giao hàng lại nhanh nói chung tuyệt vời",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"ưu điểm  chạy được trên mọi bề mặt kể cả gương trong suốt  thiết kế công thái học thoải mái khi phải cầm chuột lâu   nút bấm có thể lập trình được khả năng không giới hạn  chuyển qua lại giữa  máy tính độc lập chỉ bằng một nút bấm  thiết kế sang trọng hiện đại  có nút cuộn ngang chuyên dụng rất phù hợp cho giới thiết kế và dân excel  nút cuộn dọc có  chế độ chế độ lăn tự do và chế độ lăn theo từng nấc cực kỳ phù hợp với người phải cuộn văn bản hoặc trang web dài thườn thượt  độ phân giải cao đến  dpi nên có thể di con trỏ chuột chính xác từng pixel một trên màn hình  chuột dùng pin sạc một điểm cộng lớn đối với người không thích phải thải pin nhiều như mình   nhược điểm  nặng em chuột này khá  vạm vỡ  nên cơ tay sẽ khá là phát triển theo   nút tiến và lùi được bố trí ở nơi khá kỳ quặc xem ảnh  rất bất tiện và khó thao tác dễ bấm nhầm một lúc  nút  phần cánh nhô ra để đỡ ngón tay cái thực ra cũng là  nút bấm gesture button thiết kế quá bá đạo làm mình nếu không vô tình sờ thấy mềm mềm ấn thử thì chắc chẳng bao giờ biết là có nút này tồn tại  pin sạc không tháo rời và không thay thế được chai pin thì xác định là vứt luôn chuột hoặc cắm dây suốt đời link httpsforumleveltechscomtupgradebatteryofthemxmaster  không khác gì một chú chuột bình thường nếu không cài phần mềm logitech options kèm theo link httpsupportlogitechcomenusproductmxmastersflowgettingstarted  thiết kế chỉ phù hợp cho người thuận tay phải và có bàn tay lớn bề ngang bàn tay cm   kết luận mình đã ngắm nghía tính năng và thiết kế của em này từ lâu nên thấy giảm giá là mua ngay trong vòng một nốt nhạc chuột phù hợp cho cả văn phòng và chơi game đặc biệt là những người thường xuyên gõ văn bản lập trình thiết kế phần mềm logitech options tải về độc lập mở khóa và biến chú chuột thành một cây đũa thần có khả năng thiên biến vạn hóa tuy nhiên thiết kế của chuột không phù hợp với người dùng có bàn tay nhỏ người thuận tay trái và người không quen dùng chuột nặng cân nếu ngân sách có hạn và không muốn bỏ tiền vì những tính năng xa xỉ bạn nên cân nhắc dòng chuột mx anywhere s httpstikivnchuotkhongdaylogitechmxanywhereshangchinhhangphtml tiết kiệm đến k",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"phù hợp với giá tiền",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"mình sài macbook air một số chuột ko tương thích lắm nhưng đối với em g này thì hoàn toàn tương thích kể cả phần mềm logitech gaming software của hãng cũng có phiên bản dành cho macos  mình đánh giá cao khoản này còn về cảm giác nhấn thì hoàn toàn ok ko quá to và cứng giải dpi rộng cho phép tuỳ chỉnh theo ý thích đánh giá em này ngon trong phân khúc giá này",0.0,0.0,1.0,1.0,1.0,0.0,0.0
"đồ logitech mình toàn mua ở tiki nhìn chung bàn phím đẹp bắt mắt màu mè dễ xài gắn usb vô là xài lắp pin vào xài nhạy bàn phím mình thấy nhựa hơi ọt ẹp nhưng đẹp sợ dễ hư thôi đánh êm phím nhẹ tênh đánh rất đã không có độ trễ gắn vô là xài nhưng ko có nút onoff trên bàn phím chuột off thì bàn phím vẫn chạy tiếp chuột chuột thì ngon rồi có cái hơi thấp xài lâu sợ mỏi thấp hơn con chuột cũ b của mình màu sắc đẹp khỏi chê độ nhạy bấm tách tách con lăn đẹp dán ten bảo hành dễ rớt quá mấy tem mình nghĩ nên dán phía trong chỗ lắp pin chứ dán ngoài lại dán ngay chỗ gồ gề nữa chứ trước mắt thì mình thấy ổn từ a đến z hi vọng là bền",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"hàng đúng như mô tả gói hàng cẩn thận giao hàng nhanh sạc không biết khi nào thì đầy vì lúc sạc đèn lúc nào cũng xanh cảm giác dùng rất nhẹ không chắc tay",0.0,1.0,0.0,1.0,1.0,0.0,0.0
"ship nhanh hàng chính hạng mình cần trải nghiệm thêm thời gian mới biết chất lượng như nào",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"đóng gói hàng chưa chắc chắn   ",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"gửi hàng thiếu mua  con thanh toán xong xuôi lại gửi về có  con",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   vừa mới nhận sai thử hoạt động tốt chưa biet độ bền chờ coicho sao thôi",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"chuột sử dụng  pin aa ngăn chứa pin có kèm luôn đầu nhận tín hiệu để cắm vào máy tính chuột có nút tắt mở nút giữa chuột có thể bấm dễ dàng trọng lượng chuột vừa phải di chuyển dễ dàng và chính xác lăn trên mặt gỗ không có lót chuột vẫn cảm giác được sự phản hồi chính xác",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"giao hàng nhanh",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hàng nhanh hơn so với dự kiến đóng gói đẹp giá rẻ so với chất lượng",1.0,1.0,1.0,0.0,0.0,0.0,0.0
"đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   sài cũng được",0.0,1.0,0.0,0.0,0.0,1.0,0.0
"miếng lót dày phần đệm mềm màu sắc bắt mắt y hình giao hàng nhanh",1.0,0.0,0.0,1.0,1.0,0.0,0.0
"sản phẩm giống mô tả và tốt hơn mong đợi shop phục vụ cực kỳ nhiệt tình   ",0.0,0.0,0.0,0.0,1.0,1.0,0.0
"lúc nhìn hình mình tưởng nó bé tý nhưng đang sale nên mua thử ai ngờ lúc nhận hàng rất to đường may khá cẩn thận tuy nhiên cũng không có ji đặc biệt ",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"đặt màu đen thì giao màu đỏ kg hiểu shop có biết đọc đơn hàng kg  chuột kg có pin cũng kg nói rõ trong mô tả sản phẩm",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"hợp lý với tiền",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"giao hàng rất nhanh mình đặt chưa đầy  ngày đến tay mình ở hà nội chất lượng tương xứng với giá k thậm chí mình cảm thấy có phần tốt hơn mong đợi chuột nhựa sần cầm khá chắc tay bấm nhạy đứng xa khoảng hơn m là không bắt được tín hiệu nữa rồi mặc dù vỏ chuột quảng cáo m  nhưng thôi thế là quá ngon rùi  nút cuộn mượt bình thường  nói chung đơn giản  phím trái phải cuộn hoạt động ok lại còn bảo hành  năm  giá k quá ngon với ví mỏng nhu cầu đơn giản ko game",1.0,0.0,1.0,1.0,1.0,0.0,1.0
"sp đẹp hơn mong đợi",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"giao hàng nhanh  chuột xài tốt",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"giao nhanh hàng chất lượng tốt như trong ảnh không làm thất vọng",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"đã nhận hàng  hàng giao đúng hạn  chất lượng  dịch vụ giao hàng tận tình",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"tiki giao hàng nhanh gói cẩn thận sản phẩm như hình đặc biệt không có tiếng ồn bấm rất nhẹ tay",1.0,1.0,0.0,0.0,0.0,0.0,1.0
"dùng sản phẩm được một tuần mình thấy phím bấm rất êm và nhẹ con lăn nhẹ kết nối với máy tính nhanh dùng rất hài lòng",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"giao sớm hơn dự đoán nên vui sớm chuột cầm thoải mái bấm khá êm âm thanh không quá to độ bền thì chờ thời gian",1.0,0.0,0.0,1.0,1.0,0.0,1.0
"chuột nhỏ gọn nhạy đã thử với mặt bàn bìa sách thách thức tất luôn mỗi tội là hơi nặng một tẹo nhưng không sao miễn là nhanh và nhạy  ưng hơn là tiki đóng gói cẩn thận ship giao hàng lại có tâm",1.0,1.0,0.0,1.0,0.0,0.0,1.0
"đóng gói hàng cẩn thận shop phục vụ chấp nhận được   ",1.0,1.0,0.0,0.0,0.0,0.0,0.0
"chuột tốt trong tầm giá nhẹ và rất êm tiếng click không to lắm hài lòng",0.0,0.0,1.0,1.0,1.0,0.0,0.0
"hàng ngon nhé ae click rất lẹ làng thao tác rất mượt",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"chuột dùng tốt rất nhạy nhẹ nhàng hàng thương hiệu xiaomi dùng rất ok",0.0,0.0,0.0,1.0,1.0,0.0,1.0
"chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn   ok",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"sản phẩm không dán tem  khi gặp sự cố cần bảo hành thì làm sao đây cần sự hỗ trợ từ tiki vì trường hợp có thể mình sẽ gửi bảo hành bên logitech họ không hỗ trợ sp không có tem",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"giao hàng ko giống mẫu",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"đúng mô tả nhưng bluetooth chưa nhạy",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"chuột cầm cảm giác thật tay các nút bấm êm và nhạy giao hàng nhanh",1.0,0.0,0.0,1.0,0.0,0.0,1.0
"đóng gói hàng rất kỹ và chắc chắn   nhìn chung oke",0.0,1.0,0.0,0.0,1.0,0.0,0.0
"chuột dùng rất thích nhạy màu xanh đậm cũng đẹp nữa giao hàng nhanh dịch vụ tốt mình ưng",0.0,0.0,0.0,0.0,1.0,0.0,1.0
"dung nhung khong dung chuot",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"hàng rẻ dùng tạm được nói chung với giá này thì ổn",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"sau gần  tháng sử dụng mình quyết định viết review về sản phẩm này một con chuột máy tính giá tầm trung phù hợp với nhu cầu sử dụng để làm việc và lướt web giải trí hàng ngày chuột cầm chắc tay và dây cũng cứng cáp mình không chơi game nên không rõ nó có hiệu quả với các game thủ không chứ dùng nhu cầu lướt web hằng ngày thì sản phẩm quá ổn",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"mua cả ship chỉ k chuột khá tốt so với giá k click tốt vừa tay có hộp dán bảo hành đầy đủ",0.0,0.0,1.0,1.0,0.0,0.0,1.0
"chuột đẹp xài ổn tiki giao hàng đúng hẹn mình rất thích",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"giao hàng nhanh sp ok tốt",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"chất lượng sản phẩm xuất sắc sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn shop phục vụ cực kỳ nhiệt tình   shop nhiệt tình dễ thuong hàng đúng chất",0.0,1.0,0.0,0.0,1.0,1.0,0.0
"giao hàng nhanh chuột chuẩn lần sau để ý lại chổ dán tem chuột dể rách không biết sau có bảo hành được không",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"ngon bổ rẻ",0.0,0.0,1.0,0.0,1.0,0.0,0.0
"chuột nhạy tốt led oke với giá dưới k là  lựa chọn tuyệt vời có software điều chỉnh màu và độ sáng",0.0,0.0,1.0,0.0,0.0,0.0,0.0
