,comment_content,Chat Luong San Pham,Dong goi,Giao hang,Cham soc khach hang,Thiet ke,Gia Ban,Pin,Do Nhay,Phu Kien,Nut Power,Con Lan,Ket Noi,Phi Ship
390,giao hàng nhanh,0,0,1,0,0,0,0,0,0,0,0,0,0
391,hàng sử dụng tốt vừa nhận hàng hôm mùng 8 tết còn chất lượng cần có thời gian để đánh giá sau cám ơn cửa hàng,1,0,0,0,0,0,0,0,0,0,0,0,0
392,đóng gói hàng cẩn thận chắc chắn sản phẩm khá ổn phù hợp với giá tiền,1,1,0,0,0,0,0,0,0,0,0,0,0
393,sản phẩm giống mô tả và tốt hơn mong đợi độ bền thì phải chờ thời gian,1,0,0,0,0,0,0,0,0,0,0,0,0
394,mua về sai không được gì het,1,0,0,0,0,0,0,0,0,0,0,0,0
395,ok dùng được,1,0,0,0,0,0,0,0,0,0,0,0,0
396,sản phẩm đúng mô tả mới sử dụng tốt còn độ bền chưa giám nói,1,0,0,0,0,0,0,0,0,0,0,0,0
397,chuột hỏng phần bật tắt không sử dụng được chất lượng không như quả ng cáo,1,0,0,0,0,0,0,0,0,0,0,0,0
398,giao hàng thiếu chân usb gọi cửa hàng không trả lới sau 1 tuần đã nhận được usb bổ sung vote từ 1star lên 3star chất lượng sản phẩm cần thời gian mới biết,0,0,0,1,0,0,0,0,1,0,0,0,0
399,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình mình đã nhận hàng và dùng rất tốt cửa hàng đóng gói rất cẩn thận cám ơn cửa hàng các bạn nhớ mua cho cửa hàng nhé phục vụ tốt lắm,1,1,0,1,0,0,0,0,0,0,0,0,0
400,sản phẩm tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
401,hàng dùng ok tuy nhiên chuột trái hơi cứng,1,0,0,0,0,0,0,1,0,0,0,0,0
402,nhạy tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
403,sản phẩm giống mô tả và tốt hơn mong đợi ok tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
404,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình nhầm màu,1,1,0,1,0,0,0,0,0,0,0,0,0
405,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình rất tốt,1,1,0,1,0,0,0,0,0,0,0,0,0
406,lâm pin vào không lên đèn cửa hàng vui lòng đổi lại,1,0,0,0,0,0,0,0,0,0,0,0,0
407,chuột không có đầu thu sao mà dùng thất vọng,1,0,0,0,0,0,0,0,0,0,0,0,0
408,hàng tốt chính hãng đúng như mô tả sản phẩm đẹp,1,0,0,0,0,0,0,0,0,0,0,0,0
409,sản phẩm giống mô tả và tốt hơn mong đợi,1,0,0,0,0,0,0,0,0,0,0,0,0
410,giong mô tả dùng ok,1,0,0,0,0,0,0,0,0,0,0,0,0
411,giao hàng thiếu usb kết nối,0,0,1,0,0,0,0,0,1,0,0,0,0
412,tốt không có nút on of,0,0,0,0,0,0,0,0,0,1,0,0,0
413,hàng rất tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
414,sản phẩm ok sử dụng êm cảm thấy vừa ý,1,0,0,0,0,0,0,0,0,0,0,0,0
415,sản phẩm ok nhân viên ok,1,0,0,0,0,0,0,0,0,0,0,0,0
416,cửa hàng tu van khách hàng tan tình phục phục vu chu cháo đặc biet san phẫm tốt hon mong doi,1,0,0,1,0,0,0,0,0,0,0,0,0
417,sản phẩm giống mô tả giao hàng con chậm đến 7 ngày mới nhận được hàng,1,0,1,0,0,0,0,0,0,0,0,0,0
418,sản phẩm giống mô tả và tốt hơn mong đợi ok hàng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
419,giao đúng hàng đúng thời gian,0,0,1,0,0,0,0,0,0,0,0,0,0
420,sản phẩm tương đối giống mô tả cửa hàng phục vụ chấp nhận được,1,0,0,1,0,0,0,0,0,0,0,0,0
421,ghi là dùng pin a mở ra là 2 pin a,0,0,0,0,0,0,1,0,0,0,0,0,0
422,đúng mô tả chất lượng tuyệt vời,1,0,0,0,0,0,0,0,0,0,0,0,0
423,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn chất lượng cần thời gian mới biết được,1,1,0,0,0,0,0,0,0,0,0,0,0
424,hình như do xài rồi,1,0,0,0,0,0,0,0,0,0,0,0,0
425,sản phẩm rất tốt chuột bấm rất nhạy,1,0,0,0,0,0,0,1,0,0,0,0,0
426,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn ok hàng tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
427,đóng gói hàng rất kỹ và chắc chắn sản phẩm giống mô tả và tốt hơn mong đợi,1,1,0,0,0,0,0,0,0,0,0,0,0
428,sản phẩm không tôt,1,0,0,0,0,0,0,0,0,0,0,0,0
429,đóng gói hàng cẩn thận chưa dùng thử lên không ko nhận xét về chất lượng,1,1,0,0,0,0,0,0,0,0,0,0,0
430,hàng tốt phí vận chuyển cao thành giá đắc,0,0,0,0,0,0,0,0,0,0,0,0,1
431,rất hài lòng về sản phẩm của cửa hàng,1,0,0,0,0,0,0,0,0,0,0,0,0
432,cửa hàng phục vụ cực kỳ nhiệt tình chất lượng sản phẩm xuất sắc cửa hàng giao nhanh đóng gói cẩn thận sản phẩm nhìn hài lòng hỗ trợ tận tình,1,1,1,1,0,0,0,0,0,0,0,0,0
433,sài ok không biết thời gian về sau sẽ ntn,1,0,0,0,0,0,0,0,0,0,0,0,0
434,đóng gói hàng rất kỹ và chắc chắn dung ok nha cửa hàng,1,1,0,0,0,0,0,0,0,0,0,0,0
435,sản phẩm giống mô tả đóng gói kỷ và chac chan nhiệt tình giao hàng nhanh truoc hẹn 2 ngày,1,1,1,0,0,0,0,0,0,0,0,0,0
436,hàng đúng như mô tả gói hàng cẩn thận giao hàng nhanh sạc không biết khi nào thì đầy vì lúc sạc đèn lúc nào cũng xanh cảm giác dùng rất nhẹ không chắc tay,1,1,0,0,1,0,0,0,0,0,0,0,0
437,không sử dụng được,1,0,0,0,0,0,0,0,0,0,0,0,0
438,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình,1,1,0,1,0,0,0,0,0,0,0,0,0
439,đóng gói hàng rất kỹ và chắc chắn sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc,1,1,0,0,0,0,0,0,0,0,0,0,0
440,sản phẩm giống mô tả và tốt hơn mong đợi cửa hàng phục vụ cực kỳ nhiệt tình cửa hàng giao nhanh đóng gói cẩn thận sản phẩm nhìn hài lòng hỗ trợ tận tình,1,1,1,1,0,0,0,0,0,0,0,0,0
441,dùng tạm ổn,1,0,0,0,0,0,0,0,0,0,0,0,0
442,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn san pham đẹp tam thoi su dung tot dong goi chac chan giao hang nhanh tang 5star chuc cửa hàng ngay cang phat trien,1,1,1,0,1,0,0,0,0,0,0,0,0
443,ben ngoai thi đề made in tai quá n trog thi china không có pin di kèm không có nút on of lun,0,0,0,0,0,0,1,0,1,1,0,0,0
444,chất lượng sản phẩm rất tệ sản phẩm không dùng dược rất tệ thất vọng,1,0,0,0,0,0,0,0,0,0,0,0,0
445,sản phẩm nhẹ mỏng hợp với giá tiền nhưng tại sao hàng mới lại nhìn như củ có vài vết chày,1,0,0,0,0,0,0,0,0,0,0,0,0
446,đóng gói hàng rất kỹ và chắc chắn chua dùng nên chua biết chất lượng nhung nhìn là ưng rồi,1,1,0,0,0,0,0,0,0,0,0,0,0
447,chất lượng sản phẩm xuất sắc đã dùng 2 ngày nói chung là rất tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
448,sản phẩm chỉ hơi giống mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
449,tôi dât hai long vê chuot không dây vi no rup minh lam cho chiec dien thoai thanh mot chiec may tinh,1,0,0,0,0,0,0,0,0,0,0,0,0
450,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn,1,1,0,0,0,0,0,0,0,0,0,0,0
451,đã hỏng,1,0,0,0,0,0,0,0,0,0,0,0,0
452,tiền giao hàng quá cao,0,0,0,0,0,0,0,0,0,0,0,0,1
453,nút không được nhạy lắm hoạt động tốt,1,0,0,0,0,0,0,1,0,0,0,0,0
454,giao hàng thiêu yêu cầu gọi lại khách 0941 677,0,0,1,0,0,0,0,0,0,0,0,0,0
455,sản phẩm đẹp chắc chắn bề mặt nhám rất êm tay dây sạc tốt chuột nhạy,1,0,0,0,1,0,0,0,0,0,0,0,0
456,tôt,1,0,0,0,0,0,0,0,0,0,0,0,0
457,sản phẩm ok,1,0,0,0,0,0,0,0,0,0,0,0,0
458,giao hàng nhanh sản phẩm ok tốt,0,0,1,0,0,0,0,0,0,0,0,0,0
459,hàng đẹp giống như hình còn chất lượng thì chưa dùng nên chưa biết thế nào mong là chất lượng sản phẩm xuất sắc,1,0,0,0,0,0,0,0,0,0,0,0,0
460,chuột có tem digiworld nhưng đóng gói quá tệ móp hết cả hộp mua giùm người ta mà ngại ghê như mua đồ cũ,1,1,0,0,0,0,0,0,0,0,0,0,0
461,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn sản phẩm tốt so với tầm giá rẻ,1,1,0,0,0,1,0,0,0,0,0,0,0
462,sản phẩm giống mô tả và tốt hơn mong đợi tốt đấy rất nhạy,1,0,0,0,0,0,0,1,0,0,0,0,0
463,hàng đúng như mông đợi,1,0,0,0,0,0,0,0,0,0,0,0,0
464,sản phẩm không giống với mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
465,sản phẩm bên ngoài nhìn cũ không có tem bảo hành mòn sơn giống như đã qua sử dụng hộp không niệm phong,1,0,0,0,0,0,0,0,0,0,0,0,0
466,chất lượng sản phẩm tương đối tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
467,moi su dung ma luc duoc luc ko hag kem chất luong,1,0,0,0,0,0,0,0,0,0,0,0,0
468,hài lòng hình thức chưa test thử với máy tính,1,0,0,0,1,0,0,0,0,0,0,0,0
469,mua về mà chuột không dùng được hàng kém chất lượng,1,0,0,0,0,0,0,0,0,0,0,0,0
470,cửa hàng nhiệt tình uy tính gởi sản phẩm đúng như mô tả và theo đơn đặt hàng bạn nào có nhu cầu ghé ủng hộ cửa hàng này nhé,1,0,0,1,0,0,0,0,0,0,0,0,0
471,sản phẩm hoàn toàn khác mô tả đóng gói hàng không cẩn thận thái độ phục vụ của cửa hàng rất kém nói thật thái độ làm ngơ khách hàng này thì sập tiệm sớm với dẹp cái bảng hiệu 34 sự hài lòng của khách hàng là mục tiêu hàng đầu của cửa hàng 34 đi thấy tởm quá,1,1,0,1,0,0,0,0,0,0,0,0,0
472,cửa hàng phục vụ cực kỳ nhiệt tình tốt,0,0,0,1,0,0,0,0,0,0,0,0,0
473,mới xài mà chuột đã không nhạy,1,0,0,0,0,0,0,0,0,0,0,0,0
474,giao hàng hơi lâu chuột dùng rất tốt,1,0,1,0,0,0,0,0,0,0,0,0,0
475,hàng đúng với quả ng cáo chất lượng hàng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
476,chất lượng sản phẩm xuất sắc sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình cửa hàng nhiệt tình dễ thuong hàng đúng chất,1,1,0,1,0,0,0,0,0,0,0,0,0
477,phí giao hàng cao quá hàng thì giống còn xài không biết có bền ko,1,0,1,0,0,0,0,0,0,0,0,0,1
478,chuột dùng bị đơ không di chuyển được liên hệ với cửa hàng không trả lời sản phẩm không tốt dịch vụ của cửa hàng rất tệ,1,0,0,1,0,0,0,1,0,0,0,0,0
479,đóng gói hàng rất kỹ và chắc chắn tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
480,khác mô tả mô tả dùng 1 pin a mà mở ra dùng 2 pin a chán cửa hàng quá một lần bất tín vạn lần bất tin,1,0,0,0,0,0,0,0,0,0,0,0,0
481,đóng gói hàng cẩn thận chắc chắn không kèm theo pin cho khách,0,1,0,0,0,0,1,0,1,0,0,0,0
482,hàng không nguyên seal nhìn vỏ ngoài hơi cũ nhưng dùng ban đầu thấy chất lượng ok,1,0,0,0,0,0,0,0,0,0,0,0,0
483,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình hàng ok đẹp,1,1,0,0,1,0,0,0,0,0,0,0,0
484,chất lượng tốt chuẩn cửa hàng này làm ăn uy tín 5star,1,0,0,0,0,0,0,0,0,0,0,0,0
485,sản phẩm sử dụng tốt giống với mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
486,sản phẩm tốt cửa hàng rất uy tính,1,0,0,1,0,0,0,0,0,0,0,0,0
487,hàng tốt vượt mong đợi,1,0,0,0,0,0,0,0,0,0,0,0,0
488,sản phẩm đúng mô tả tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
489,đảm bảo gói đẹp hàng bước đầu ok,1,0,0,0,0,0,0,0,0,0,0,0,0
490,k như mong đợi,1,0,0,0,0,0,0,0,0,0,0,0,0
491,mua ve sử dụng 5 xong vut di luôn hang không sử dụng được,1,0,0,0,0,0,0,0,0,0,0,0,0
492,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn thay ưng,1,1,0,0,0,0,0,0,0,0,0,0,0
493,hàng này đến nay vẫn chưa giao nhưng xác nhận là đã giao đề nghị cửa hàng kiểm tra lại bên giao hàng có gian dối gì không,0,0,1,0,0,0,0,0,0,0,0,0,0
494,sản phẩm đúng như hình trên,1,0,0,0,0,0,0,0,0,0,0,0,0
495,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn hàng ok được tặng lót chuột,1,1,0,0,0,0,0,0,1,0,0,0,0
496,giao không đúng màu,0,0,1,0,0,0,0,0,0,0,0,0,0
497,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn rat rat rat hai long san pham dong goi ky và bảo quả n rất kỹ cảm thấy hài lòng về sản phẩm và phù hợp túi tiền bình dân phụ kiện đi kèm đầy đủ cửa hàng rất chu đáo và vui vẻ nhiệt tình 5star,1,1,0,0,0,0,0,0,0,0,0,0,0
498,chất lượng sản phẩm tốt hơn mong đợi,1,0,0,0,0,0,0,0,0,0,0,0,0
499,mặt hàng dùng tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
500,sản phẩm tốt chính hãng,1,0,0,0,0,0,0,0,0,0,0,0,0
501,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình ok sản phẩm giống mô tả ok đóng hàng ok phục vụ ok,1,1,0,1,0,0,0,0,0,0,0,0,0
502,sản phẩm giống mô tả hàng dùng kén bề mặt tiếp xuc,1,0,0,0,0,0,0,0,0,0,0,0,0
503,đặt màu đen giao màu xanh mà không thông báo cho khách nhưng sản phẩm dùng ok,1,0,1,0,0,0,0,0,0,0,0,0,0
504,chất lượng không như mong đợi đóng gói không có hộp cứng lên tay người dùng đã bẹp hết hôp,1,1,0,0,0,0,0,0,0,0,0,0,0
505,hàng xài được phù hợp với giá 49k,1,0,0,0,0,1,0,0,0,0,0,0,0
506,hàng tốt không có dây sạc,1,0,0,0,0,0,0,0,0,0,0,0,0
507,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình hang dong goi đẹp,1,1,0,0,0,0,0,0,0,0,0,0,0
508,sản phẩm tương đối giống mô tả chất lượng sản phẩm tương đối tốt cửa hàng phục vụ chấp nhận được chọn màu đen nhưng cửa hàng gửi màu trắng,1,0,1,0,0,0,0,0,0,0,0,0,0
509,chất lượng sản phẩm rất tệ chuột hỏng,1,0,0,0,0,0,0,0,0,0,0,0,0
510,k biết pin bằng đâu nhưng không cả cho cái đèn báo nữa tối thui,1,0,0,0,0,0,0,0,0,0,0,0,0
511,cửa hàng phục vụ cực kỳ nhiệt tình sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn chất lượng sản phẩm xuất sắc,1,1,0,1,0,0,0,0,0,0,0,0,0
512,sản phẩm đẹp hơn mong đợi,0,0,0,0,1,0,0,0,0,0,0,0,0
513,cửa hàng phục vụ cực kỳ nhiệt tình đóng gói hàng rất kỹ và chắc chắn chuột tốt được tặng phẩm kèm theo rất thích,0,1,0,1,0,0,0,0,0,0,0,0,0
514,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói sơ sài sản phẩm chất lượng tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
515,hơi chập chờn chút nhưng đủ xài với giá tiền,0,0,0,0,0,1,0,1,0,0,0,0,0
516,sản phẩm giống mô tả và tốt hơn mong đợi chuột tốt êm chế độ bật tắt đèn dây ngắn quá,1,0,0,0,0,0,0,0,0,1,0,0,0
517,cửa hàng phục vụ cực kỳ nhiệt tình tôt,0,0,0,1,0,0,0,0,0,0,0,0,0
518,chuột dạng này không có nút bấm giữa dù vẫn có con lăn nên nếu dùng cho vẽ vời đồ hoạ hay mở web trong tab mới thì không tiện,0,0,0,0,0,0,0,0,0,0,1,0,0
519,sản phẩm tương đối giống mô tả chất lượng sản phẩm tương đối tốt đóng gói hàng cẩn thận,1,1,0,0,0,0,0,0,0,0,0,0,0
520,cảm ơn cửa hàng e vừa nhận hàng chuột sử dụng rất ok điện thoại bị rớt hư màn hình có chuột rất tiện lợi,1,0,0,0,0,0,0,0,0,0,0,0,0
521,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc tay nhỏ nên cầm chuột bự khó di chuyển,1,0,0,0,1,0,0,0,0,0,0,0,0
522,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn nên mua,1,1,0,0,0,0,0,0,0,0,0,0,0
523,chuot ok nhung lấp pin cứ bi lệch hic,1,0,0,0,0,0,0,0,0,0,0,0,0
524,cửa hàng phục vụ khá tốt sản phẩm giống mô tả,1,0,0,0,0,0,0,0,0,0,0,0,0
525,bên ngoài hộp đề made in tai quá n sao đằng sau cái chuột ghi china nút on of thì không có,0,0,1,0,0,0,0,0,0,1,0,0,0
526,cũng tạm hơi khác so với mẫu nhưng cài được,1,0,0,0,0,0,0,0,0,0,0,0,0
527,sản phẩm chỉ hơi giống mô tả trên hộp ghi có viên pin a mà giao cửa hàng đã lấy ra không giao cho khách có một sự không trung thực,1,0,0,1,0,0,1,0,0,0,0,0,0
528,đóng gói hàng chưa chắc chắn,0,1,0,0,0,0,0,0,0,0,0,0,0
529,sản phẩm giống mô tả 10 ngày nhận được hàng lâu quá sản phẩm được,1,0,1,0,0,0,0,0,0,0,0,0,0
530,dở lắm,1,0,0,0,0,0,0,0,0,0,0,0,0
531,chất lượng sản phẩm kém cửa hàng không kiểm tra hàng trước khi giao hàng không dùng được bật on đèn nhá cái rồi tắt,1,0,0,0,0,0,0,0,0,0,0,0,0
532,đóng gói bị móp hàng hàng bán không mua được số lượng nhiều 3 con để giảm chi phí giá bán lẻ thực tế là 102k chứ không phải 99k hay 69k nói chung không hài lòng với kiểu km này,0,1,0,0,0,1,0,0,0,0,0,0,0
533,sản phẩm giống mô tả chất lượng sản phẩm khá tốt đóng gói hàng cẩn thận chắc chắn cửa hàng phục vụ khá tốt cửa hàng phục vụ ok sản phẩm xài được,1,1,0,0,0,0,0,0,0,0,0,0,0
534,sản phẩm ok cảm ơn cửa hàng,1,0,0,0,0,0,0,0,0,0,0,0,0
535,tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
536,đóng gói hàng không cẩn thận,0,1,0,0,0,0,0,0,0,0,0,0,0
537,sản phẩm giống mô tả và tốt hơn mong đợi huỷ,1,0,0,0,0,0,0,0,0,0,0,0,0
538,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình hàng ngon bấm rất em gần như không có tiếng chuột,1,1,0,1,0,0,0,0,0,0,0,0,0
539,tốt nhân viên đưa hàng nhiệt tình và cởi mở,1,0,0,1,0,0,0,0,0,0,0,0,0
540,chất lượng sản phẩm tương đối tốt cửa hàng phục vụ chấp nhận được san pham dung giao hang nhanh,1,0,1,0,0,0,0,0,0,0,0,0,0
541,sản phẩm giống mô tả đóng gói hàng cẩn thận chắc chắn chất lượng sản phẩm ok thời gian giao hàng hơi lâu nếu cải thiện là tuyệt vời,1,1,1,0,0,0,0,0,0,0,0,0,0
542,mua chuột không dây lai giao tai phone nghe nhạc trung quốc,0,0,1,0,0,0,0,0,0,0,0,0,0
543,chất lượng sản phẩm khá tốt đóng gói hàng cẩn thận chắc chắn,1,1,0,0,0,0,0,0,0,0,0,0,0
544,được đấy,1,0,0,0,0,0,0,0,0,0,0,0,0
545,sản phẩm giống mô tả và tốt hơn mong đợi sản phẩm tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
546,đã nhận và dùng thử thấy được bền hay không thì chờ thời gian,1,0,0,0,0,0,0,0,0,0,0,0,0
547,sản phẩm tốt vượt mong đợi,1,0,0,0,0,0,0,0,0,0,0,0,0
548,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình sản phẩm tốt vượt mong đợi,1,1,0,1,0,0,0,0,0,0,0,0,0
549,ngon bổ rẻ,1,0,0,0,0,1,0,0,0,0,0,0,0
550,dùng ok mỗi cái là phí giao hàng hơi cao đáng mua nhé mọi người sản phẩm không kèm pin đâu,1,0,0,0,0,0,0,0,1,0,0,0,1
551,sao mua cua cửa hàng noi la mien phi van chuyen ma không mien phi,0,0,0,0,0,0,0,0,0,0,0,0,1
552,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình rất thích sản phẩm này,1,1,0,1,0,0,0,0,0,0,0,0,0
553,hàng tốt giá hợp lý,1,0,0,0,0,1,0,0,0,0,0,0,0
554,ok,1,0,0,0,0,0,0,0,0,0,0,0,0
555,xai tot se ung ho them,1,0,0,0,0,0,0,0,0,0,0,0,0
556,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình okokok,1,1,0,1,0,0,0,0,0,0,0,0,0
557,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc cửa hàng phục vụ cực kỳ nhiệt tình rất tốt,1,0,0,1,0,0,0,0,0,0,0,0,0
558,sản phẩm giống mô tả và tốt hơn mong đợi cám ơn cửa hàng,1,0,0,0,0,0,0,0,0,0,0,0,0
559,sản phẩm giống mô tả chất lượng sản phẩm khá tốt đóng gói hàng cẩn thận chắc chắn cửa hàng phục vụ khá tốt,1,1,0,0,0,0,0,0,0,0,0,0,0
560,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình chuột đẹp dùng rất thích,1,1,0,0,1,0,0,0,0,0,0,0,0
561,giao hàng rất nhanh mình đặt chưa đầy 2 ngày đến tay mình ở hà nội chất lượng tương xứng với giá 39k thậm chí mình cảm thấy có phần tốt hơn mong đợi chuột nhựa sần cầm khá chắc tay bấm nhạy đứng xa khoảng hơn 4m là không bắt được tín hiệu nữa rồi mặc dù vỏ chuột quả ng cáo 10m nhưng thôi thế là quá ngon rùi nút cuộn mượt bình thường nói chung đơn giản 3 phím trái phải cuộn hoạt động ok lại còn bảo hành 2 năm giá 39k quá ngon với ví mỏng nhu cầu đơn giản không game,1,0,1,0,1,1,0,1,0,0,0,0,0
562,hàng hơi khác hình mẫu nhưng chắc dùng tốt mỗi tội đóng gói hàng chưa kỹ lắm,1,1,0,0,0,0,0,0,0,0,0,0,0
563,hang thi được nhung chu cửa hàng ban thi chảnh qua,1,0,0,1,0,0,0,0,0,0,0,0,0
564,giao hàng rất nhanh mẫu mã đẹp nhưng cửa hàng giao bị sai màu mình đặt 3 cái 3 màu khác nhau nhưng giao có 2 cái cùng màu chất lượng thì chưa biết thế nào tạm thời cho 5star,1,0,1,0,1,0,0,0,0,0,0,0,0
565,sản phẩm hoàn toàn khác mô tả tôi đặt chuột không dây del màu đỏ mà cửa hàng giao chuột asus màu đen,0,0,1,0,0,0,0,0,0,0,0,0,0
566,trên cả tuyệt vời rất đáng đồng tiền bát gạo hàng mới 100 nguyên seal cần lắm những cửa hàng bán uy tín như thế này,1,0,0,0,0,0,0,0,0,0,0,0,0
567,sản phẩm hoàn toàn khác mô tả không phải chuột bluetoth mà là chuột cắm usb,1,0,0,0,0,0,0,0,0,0,0,0,0
568,hàng được đóng gói cẩn thận chất lượng rất tốt các phím tắt có thể được điều chỉnh dễ dàng và tiện lợi sử dụng nhìn chung thì mình rất hài lòng với sản phẩm này của logitech,1,1,0,0,0,0,0,0,0,0,0,0,0
569,cửa hàng gửi con chuột del màu xanh bị hỏng về không dùng được chán quá,1,0,0,0,0,0,0,0,0,0,0,0,0
570,sản phẩm đúng miêu tả,1,0,0,0,0,0,0,0,0,0,0,0,0
571,chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn sản phẩm chất lượng rất tốt có cảm giác độ phân giải hơn các loại chuột khác ngoài thị trường quá tốt so với giá cả cửa hàng đóng hàng rất cẩn thận cám ơn,1,1,0,0,0,0,0,0,0,0,0,0,0
572,sản phẩm giống mô tả và tốt hơn mong đợi xài tố t,1,0,0,0,0,0,0,0,0,0,0,0,0
573,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình giao hàng nhanh chuột tốt,1,1,1,1,0,0,0,0,0,0,0,0,0
574,không dùng được,1,0,0,0,0,0,0,0,0,0,0,0,0
575,sản phẩm giống mô tả và tốt hơn mong đợi sản phẩm tốt,1,0,0,0,0,0,0,0,0,0,0,0,0
576,chuột máy tính không sử dụng được,1,0,0,0,0,0,0,0,0,0,0,0,0
577,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình tuyệt vời cảm ơn senđo và cửa hàng nhé chúc các bạn thành công,1,1,0,1,0,0,0,0,0,0,0,0,0
578,giá 54k thu 74k làm ăn như lol,0,0,0,0,0,1,0,0,0,0,0,0,0
579,dùng ok,1,0,0,0,0,0,0,0,0,0,0,0,0
580,sản phẩm giống mô tả và tốt hơn mong đợi chất lượng sản phẩm xuất sắc đóng gói hàng rất kỹ và chắc chắn cửa hàng phục vụ cực kỳ nhiệt tình chuột không có nút tắt mở,1,1,0,0,0,0,0,0,0,1,0,0,0
581,sản phẩm giống mô tả và tốt hơn mong đợi đóng gói hàng rất kỹ và chắc chắn sản phẩm rất tốt cảm ơn cửa hàng,1,1,0,0,0,0,0,0,0,0,0,0,0
